  -20.000000000000000       -20.000000000000000                1
  -19.800001144409180       -19.800001144409180                1
  -19.600000381469727       -19.600000381469727                1
  -19.399999618530273       -19.399999618530273                1
  -19.200000762939453       -19.200000762939453                1
  -19.000000000000000       -19.000000000000000                1
  -18.800001144409180       -18.800001144409180                1
  -18.600000381469727       -18.600000381469727                1
  -18.399999618530273       -18.399999618530273                1
  -18.200000762939453       -18.200000762939453                1
  -18.000000000000000       -18.000000000000000                1
  -17.800001144409180       -17.800001144409180                1
  -17.600000381469727       -17.600000381469727                1
  -17.399999618530273       -17.399999618530273                1
  -17.200000762939453       -17.200000762939453                1
  -17.000000000000000       -17.000000000000000                1
  -16.800001144409180       -16.800001144409180                1
  -16.600000381469727       -16.600000381469727                1
  -16.399999618530273       -16.399999618530273                1
  -16.200000762939453       -16.200000762939453                1
  -16.000000000000000       -16.000000000000000                1
  -15.800000190734863       -15.800000190734863                1
  -15.600000381469727       -15.600000381469727                1
  -15.400000572204590       -15.400000572204590                1
  -15.199999809265137       -15.199999809265137                1
  -15.000000000000000       -15.000000000000000                1
  -14.800000190734863       -14.800000190734863                1
  -14.600000381469727       -14.600000381469727                1
  -14.400000572204590       -14.400000572204590                1
  -14.199999809265137       -14.199999809265137                1
  -14.000000000000000       -14.000000000000000                1
  -13.800000190734863       -13.800000190734863                1
  -13.600000381469727       -13.600000381469727                1
  -13.400000572204590       -13.400000572204590                1
  -13.199999809265137       -13.199999809265137                1
  -13.000000000000000       -13.000000000000000                1
  -12.800000190734863       -12.800000190734863                1
  -12.600000381469727       -12.600000381469727                1
  -12.400000572204590       -12.400000572204590                1
  -12.199999809265137       -12.199999809265137                1
  -12.000000000000000       -12.000000000000000                1
  -11.800000190734863       -11.800000190734863                1
  -11.600000381469727       -11.600000381469727                1
  -11.400000572204590       -11.400000572204590                1
  -11.199999809265137       -11.199999809265137                1
  -11.000000000000000       -11.000000000000000                1
  -10.800000190734863       -10.800000190734863                1
  -10.600000381469727       -10.600000381469727                1
  -10.400000572204590       -10.400000572204590                1
  -10.199999809265137       -10.199999809265137                1
  -10.000000000000000       -10.000000000000000                1
  -9.8000001907348633       -9.8000001907348633                1
  -9.6000003814697266       -9.6000003814697266                1
  -9.4000005722045898       -9.4000005722045898                1
  -9.1999998092651367       -9.1999998092651367                1
  -9.0000000000000000       -9.0000000000000000                1
