   0.00000000       0.00000000       1.00000000    
   6.28318521E-04   6.28318521E-04   1.00000000    
   1.25663704E-03   1.25663704E-03  0.999793947    
   1.88495556E-03   1.88482611E-03  0.999381781    
   2.51327408E-03   2.51275627E-03  0.998763621    
   3.14159272E-03   3.14029795E-03  0.997939467    
   3.76991113E-03   3.76732182E-03  0.996909499    
   4.39822953E-03   4.39369865E-03  0.995673895    
   5.02654817E-03   5.01929875E-03  0.994232833    
   5.65486681E-03   5.64399362E-03  0.992586613    
   6.28318544E-03   6.26765424E-03  0.990735471    
   6.91150362E-03   6.89015165E-03  0.988679767    
   7.53982225E-03   7.51135731E-03  0.986419916    
   8.16814043E-03   8.13114364E-03  0.983956337    
   8.79645906E-03   8.74938164E-03  0.981289446    
   9.42477770E-03   9.36594419E-03  0.978419781    
   1.00530963E-02   9.98070370E-03  0.975347936    
   1.06814150E-02   1.05935326E-02  0.972074449    
   1.13097336E-02   1.12043051E-02  0.968599975    
   1.19380523E-02   1.18128946E-02  0.964925170    
   1.25663709E-02   1.24191754E-02  0.961050749    
   1.31946886E-02   1.30230216E-02  0.956977487    
   1.38230072E-02   1.36243086E-02  0.952706158    
   1.44513259E-02   1.42229116E-02  0.948237598    
   1.50796445E-02   1.48187065E-02  0.943572760    
   1.57079622E-02   1.54115707E-02  0.938712478    
   1.63362809E-02   1.60013810E-02  0.933657765    
   1.69645995E-02   1.65880155E-02  0.928409576    
   1.75929181E-02   1.71713531E-02  0.922968984    
   1.82212368E-02   1.77512709E-02  0.917337060    
   1.88495554E-02   1.83276515E-02  0.911514938    
   1.94778740E-02   1.89003740E-02  0.905503809    
   2.01061927E-02   1.94693189E-02  0.899304807    
   2.07345113E-02   2.00343691E-02  0.892919242    
   2.13628300E-02   2.05954071E-02  0.886348307    
   2.19911486E-02   2.11523157E-02  0.879593372    
   2.26194672E-02   2.17049811E-02  0.872655809    
   2.32477859E-02   2.22532861E-02  0.865536988    
   2.38761045E-02   2.27971189E-02  0.858238280    
   2.45044231E-02   2.33363658E-02  0.850761235    
   2.51327418E-02   2.38709152E-02  0.843107343    
   2.57610586E-02   2.44006552E-02  0.835278094    
   2.63893772E-02   2.49254759E-02  0.827275097    
   2.70176958E-02   2.54452676E-02  0.819099963    
   2.76460145E-02   2.59599239E-02  0.810754359    
   2.82743331E-02   2.64693350E-02  0.802239954    
   2.89026517E-02   2.69733965E-02  0.793558478    
   2.95309704E-02   2.74720043E-02  0.784711659    
   3.01592890E-02   2.79650539E-02  0.775701344    
   3.07876077E-02   2.84524411E-02  0.766529322    
   3.14159244E-02   2.89340653E-02  0.757197440    
   3.20442431E-02   2.94098258E-02  0.747707605    
   3.26725617E-02   2.98796240E-02  0.738061726    
   3.33008803E-02   3.03433612E-02  0.728261709    
   3.39291990E-02   3.08009423E-02  0.718309641    
   3.45575176E-02   3.12522687E-02  0.708207488    
   3.51858363E-02   3.16972472E-02  0.697957277    
   3.58141549E-02   3.21357884E-02  0.687561154    
   3.64424735E-02   3.25677954E-02  0.677021205    
   3.70707922E-02   3.29931788E-02  0.666339517    
   3.76991108E-02   3.34118530E-02  0.655518353    
   3.83274294E-02   3.38237286E-02  0.644559860    
   3.89557481E-02   3.42287160E-02  0.633466303    
   3.95840667E-02   3.46267335E-02  0.622239888    
   4.02123854E-02   3.50176990E-02  0.610882938    
   4.08407040E-02   3.54015268E-02  0.599397779    
   4.14690226E-02   3.57781388E-02  0.587786734    
