  -3.14159989      -4.64097975E-04
  -3.14159989      -4.64097975E-04
  -3.13159990      -1.04465103E-02
  -3.13159990      -1.04465103E-02
  -3.12159991      -2.04283558E-02
  -3.12159991      -2.04283558E-02
  -3.11159992      -3.04092579E-02
  -3.11159992      -3.04092579E-02
  -3.10159993      -4.03873473E-02
  -3.10159993      -4.03873473E-02
  -3.09159994      -5.03620654E-02
  -3.09159994      -5.03620654E-02
  -3.08159995      -6.03321865E-02
  -3.08159995      -6.03321865E-02
  -3.07159996      -7.02968091E-02
  -3.07159996      -7.02968091E-02
  -3.06159997      -8.02550465E-02
  -3.06159997      -8.02550465E-02
  -3.05159998      -9.02058035E-02
  -3.05159998      -9.02058035E-02
  -3.04159999     -0.100147836    
  -3.04159999     -0.100147836    
  -3.03160000     -0.110080555    
  -3.03160000     -0.110080555    
  -3.02160001     -0.120002516    
  -3.02160001     -0.120002516    
  -3.01160002     -0.129912972    
  -3.01160002     -0.129912972    
  -3.00159979     -0.139811113    
  -3.00159979     -0.139811113    
  -2.99159980     -0.149695545    
  -2.99159980     -0.149695545    
  -2.98159981     -0.159565106    
  -2.98159981     -0.159565106    
  -2.97159982     -0.169419363    
  -2.97159982     -0.169419363    
  -2.96159983     -0.179256946    
  -2.96159983     -0.179256946    
  -2.95159984     -0.189077184    
  -2.95159984     -0.189077184    
  -2.94159985     -0.198878497    
  -2.94159985     -0.198878497    
  -2.93159986     -0.208660424    
  -2.93159986     -0.208660424    
  -2.92159986     -0.218421876    
  -2.92159986     -0.218421876    
  -2.91159987     -0.228161961    
  -2.91159987     -0.228161961    
  -2.90159988     -0.237879589    
  -2.90159988     -0.237879589    
  -2.89159989     -0.247573316    
  -2.89159989     -0.247573316    
  -2.88159990     -0.257242709    
  -2.88159990     -0.257242709    
  -2.87159991     -0.266886771    
  -2.87159991     -0.266886771    
  -2.86159992     -0.276504338    
  -2.86159992     -0.276504338    
  -2.85159993     -0.286094487    
  -2.85159993     -0.286094487    
  -2.84159994     -0.295656145    
  -2.84159994     -0.295656145    
  -2.83159995     -0.305188835    
  -2.83159995     -0.305188835    
  -2.82159996     -0.314691305    
  -2.82159996     -0.314691305    
  -2.81159997     -0.324161917    
  -2.81159997     -0.324161917    
  -2.80159998     -0.333600760    
  -2.80159998     -0.333600760    
  -2.79159999     -0.343006492    
  -2.79159999     -0.343006492    
  -2.78160000     -0.352377981    
  -2.78160000     -0.352377981    
  -2.77159977     -0.361714780    
  -2.77159977     -0.361714780    
  -2.76160002     -0.371015310    
  -2.76160002     -0.371015310    
  -2.75159979     -0.380278975    
  -2.75159979     -0.380278975    
  -2.74160004     -0.389504522    
  -2.74160004     -0.389504522    
  -2.73159981     -0.398691803    
  -2.73159981     -0.398691803    
  -2.72159982     -0.407839328    
  -2.72159982     -0.407839328    
  -2.71159983     -0.416945517    
  -2.71159983     -0.416945517    
  -2.70159984     -0.426010758    
  -2.70159984     -0.426010758    
  -2.69159985     -0.435033411    
  -2.69159985     -0.435033411    
  -2.68159986     -0.444012791    
  -2.68159986     -0.444012791    
  -2.67159986     -0.452947944    
  -2.67159986     -0.452947944    
  -2.66159987     -0.461837798    
  -2.66159987     -0.461837798    
  -2.65159988     -0.470681667    
  -2.65159988     -0.470681667    
  -2.64159989     -0.479478508    
  -2.64159989     -0.479478508    
  -2.63159990     -0.488227636    
  -2.63159990     -0.488227636    
  -2.62159991     -0.496928126    
  -2.62159991     -0.496928126    
  -2.61159992     -0.505578816    
  -2.61159992     -0.505578816    
  -2.60159993     -0.514178932    
  -2.60159993     -0.514178932    
  -2.59159994     -0.522727966    
  -2.59159994     -0.522727966    
